pygame 2.0.0 (SDL 2.0.12, python 3.8.5)
Hello from the pygame community. https://www.pygame.org/contribute.html
winner is 1
         259118408 function calls (206057745 primitive calls) in 131.851 seconds

   Ordered by: internal time

   ncalls  		tottime  percall  cumtime  percall filename:lineno(function)
       31    0.000    0.000    0.000    0.000 {built-in method numpy.zeros}
        1    0.000    0.000    0.000    0.000 {function SeedSequence.generate_state at 0x000002048A43FEE0}
        1    0.000    0.000    0.008    0.008 pyparsing.py:5399(pyparsing_common)
       42    0.000    0.000    0.000    0.000 {built-in method _codecs.utf_8_decode}
       12    0.000    0.000    0.003    0.000 ntpath.py:625(realpath)
        6    0.000    0.000    0.000    0.000 getlimits.py:35(__init__)
      372    0.000    0.000    0.000    0.000 version.py:334(epoch)
      150    0.000    0.000    0.000    0.000 __init__.py:2573(is_version_line)
      104    0.000    0.000    0.003    0.000 traceback.py:285(line)
        1    0.000    0.000    0.029    0.029 multiarray.py:1(<module>)
       15    0.000    0.000   80.956    5.397 GomokuGamePlayer.py:25(get_action)
        1    0.000    0.000    0.004    0.004 fromnumeric.py:1(<module>)
      316    0.000    0.000    0.000    0.000 overrides.py:124(array_function_dispatch)
       26    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
       52    0.000    0.000    0.000    0.000 pyparsing.py:2826(__str__)
    35/15    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
        6    0.000    0.000    0.000    0.000 numeric.py:2446(extend_all)
        1    0.000    0.000    0.005    0.005 _add_newdocs.py:1(<module>)
      468    0.000    0.000    0.000    0.000 pyparsing.py:2153(__str__)
        1    0.000    0.000    0.004    0.004 pickle.py:1(<module>)
      106    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        2    0.000    0.000    0.008    0.004 shape_base.py:1(<module>)
    87/79    0.000    0.000    0.000    0.000 pyparsing.py:3576(__str__)
       85    0.000    0.000    0.000    0.000 sre_parse.py:921(fix_flags)
       74    0.000    0.000    0.000    0.000 enum.py:373(__setattr__)
       25    0.000    0.000    0.006    0.000 pyparsing.py:1250(setParseAction)
        1    0.000    0.000    0.010    0.010 linalg.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
      120    0.000    0.000    0.000    0.000 pyparsing.py:2368(__init__)
       26    0.000    0.000    0.003    0.000 linecache.py:53(checkcache)
      299    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
        1    0.000    0.000    0.004    0.004 scimath.py:1(<module>)
        2    0.000    0.000    0.003    0.002 polynomial.py:1(<module>)
      252    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:397(has_location)
        1    0.000    0.000    0.000    0.000 pickle.py:1134(_Unpickler)
      170    0.000    0.000    0.000    0.000 sre_compile.py:595(isstring)
      376    0.000    0.000    0.000    0.000 version.py:352(post)
       26    0.000    0.000    0.006    0.000 pyparsing.py:1047(extract_stack)
      444    0.000    0.000    0.000    0.000 {method 'zfill' of 'str' objects}
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
     22/3    0.000    0.000    0.001    0.000 pyparsing.py:3397(parseImpl)
      181    0.000    0.000    0.000    0.000 sre_compile.py:65(_combine_flags)
      814    0.000    0.000    0.000    0.000 {method 'isupper' of 'str' objects}
        1    0.000    0.000    0.004    0.004 inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 arrayprint.py:1(<module>)
      112    0.000    0.000    0.000    0.000 pyparsing.py:363(__new__)
        1    0.000    0.000    0.000    0.000 core.py:2708(MaskedArray)
       30    0.000    0.000    0.000    0.000 getlimits.py:41(<lambda>)
        1    0.000    0.000    0.020    0.020 npyio.py:1(<module>)
       30    0.000    0.000    0.000    0.000 MonteCarloTreeSearch.py:24(update_with_action)
      170    0.000    0.000    0.000    0.000 pyparsing.py:3439(<genexpr>)
       48    0.000    0.000    0.000    0.000 pyparsing.py:3540(__init__)
      136    0.000    0.000    0.001    0.000 sre_parse.py:96(closegroup)
       30    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:881(_find_spec_legacy)
       23    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:406(spec_from_loader)
        1    0.000    0.000    0.000    0.000 pyparsing.py:3256(ParseExpression)
       15    0.000    0.000    0.000    0.000 {built-in method _imp.exec_builtin}
      339    0.000    0.000    0.000    0.000 pyparsing.py:2159(streamline)
        1    0.000    0.000    0.001    0.001 _type_aliases.py:1(<module>)
       20    0.000    0.000    0.000    0.000 GomokuGameState.py:102(is_legal_action)
      372    0.000    0.000    0.000    0.000 version.py:346(pre)
       78    0.000    0.000    0.003    0.000 linecache.py:15(getline)
       42    0.000    0.000    0.000    0.000 codecs.py:319(decode)
        1    0.000    0.000    0.006    0.006 hmac.py:1(<module>)
      609    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_iscased}
      372    0.000    0.000    0.000    0.000 version.py:362(local)
      120    0.000    0.000    0.000    0.000 {built-in method builtins.any}
        1    0.000    0.000    0.000    0.000 calendar.py:558(LocaleTextCalendar)
       39    0.000    0.000    0.001    0.000 abc.py:84(__new__)
       50    0.000    0.000    0.000    0.000 _internal.py:781(_ufunc_doc_signature_formatter)
       36    0.000    0.000    0.000    0.000 pyparsing.py:3781(__str__)
      217    0.000    0.000    0.000    0.000 {built-in method builtins.all}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:198(_concrete_ndptr)
        1    0.000    0.000    0.000    0.000 tempfile.py:1(<module>)
       22    0.000    0.000    0.000    0.000 __init__.py:3178(_find_adapter)
        1    0.000    0.000    0.002    0.002 type_check.py:1(<module>)
       85    0.000    0.000    0.000    0.000 sre_parse.py:76(__init__)
       48    0.000    0.000    0.000    0.000 pyparsing.py:1948(__or__)
        1    0.000    0.000    0.000    0.000 {built-in method nt.readlink}
        1    0.000    0.000    0.014    0.014 shutil.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method win32api.RegOpenKey}
      266    0.000    0.000    0.000    0.000 pyparsing.py:3270(<genexpr>)
        1    0.000    0.000    0.021    0.021 index_tricks.py:1(<module>)
        1    0.000    0.000    0.000    0.000 legendre.py:1608(Legendre)
        1    0.000    0.000    0.000    0.000 extras.py:1(<module>)
      161    0.000    0.000    0.000    0.000 __init__.py:920(_added_new)
      372    0.000    0.000    0.000    0.000 version.py:340(release)
      372    0.000    0.000    0.000    0.000 version.py:357(dev)
        1    0.000    0.000    0.001    0.001 datetime.py:1(<module>)
      202    0.000    0.000    0.000    0.000 socket.py:76(<lambda>)
        1    0.000    0.000    0.009    0.009 plistlib.py:1(<module>)
    54/10    0.000    0.000    0.001    0.000 pyparsing.py:3762(streamline)
        1    0.000    0.000    0.000    0.000 threading.py:903(_set_tstate_lock)
      204    0.000    0.000    0.000    0.000 socket.py:86(<lambda>)
        1    0.000    0.000    0.007    0.007 pathlib.py:1(<module>)
       85    0.000    0.000    0.037    0.000 re.py:250(compile)
       12    0.000    0.000    0.013    0.001 __init__.py:1920(get_metadata_lines)
       21    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
      105    0.000    0.000    0.000    0.000 six.py:177(_add_module)
       91    0.000    0.000    0.000    0.000 six.py:105(__init__)
       19    0.000    0.000    0.000    0.000 _add_newdocs.py:6709(add_newdoc_for_scalar_type)
        1    0.000    0.000    0.002    0.002 random.py:1(<module>)
      203    0.000    0.000    0.000    0.000 socket.py:81(<lambda>)
        1    0.000    0.000    0.000    0.000 extras.py:1472(MAxisConcatenator)
      205    0.000    0.000    0.000    0.000 socket.py:91(<lambda>)
        1    0.000    0.000    0.000    0.000 umath.py:1(<module>)
       56    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
    23/10    0.000    0.000    0.001    0.000 pyparsing.py:3547(parseImpl)
       78    0.000    0.000    0.002    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.001    0.001 parse.py:1(<module>)
       61    0.000    0.000    0.002    0.000 pyparsing.py:3292(<listcomp>)
        1    0.000    0.000    0.000    0.000 datetime.py:789(date)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        5    0.000    0.000    0.001    0.000 enum.py:386(_create_)
      169    0.000    0.000    0.000    0.000 sre_compile.py:453(_get_iscased)
        2    0.000    0.000    0.000    0.000 {method 'readline' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 ctypeslib.py:368(<dictcomp>)
        1    0.000    0.000    1.041    1.041 gomoku.py:13(__init__)
      134    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
        1    0.000    0.000    0.002    0.002 quoprimime.py:5(<module>)
        1    0.000    0.000    0.002    0.002 linecache.py:82(updatecache)
       13    0.000    0.000    0.000    0.000 codecs.py:309(__init__)
        3    0.000    0.000    0.000    0.000 tokenize.py:83(_all_string_prefixes)
        1    0.000    0.000    0.000    0.000 ast.py:1(<module>)
    36/11    0.000    0.000    0.003    0.000 pyparsing.py:3743(leaveWhitespace)
      134    0.000    0.000    0.000    0.000 abc.py:96(__instancecheck__)
        1    0.000    0.000    0.001    0.001 twodim_base.py:1(<module>)
        1    0.000    0.000    0.002    0.002 pyparsing.py:4875(_makeTags)
       20    0.000    0.000    0.000    0.000 __init__.py:1977(find_distributions)
      170    0.000    0.000    0.000    0.000 pyparsing.py:2061(setWhitespaceChars)
        1    0.000    0.000    0.007    0.007 _internal.py:1(<module>)
      181    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        1    0.000    0.000    0.000    0.000 zipfile.py:1(<module>)
      315    0.000    0.000    0.000    0.000 MonteCarloTreeSearch.py:102(<lambda>)
      526    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
       22    0.000    0.000    0.000    0.000 copyreg.py:99(_slotnames)
      262    0.000    0.000    0.000    0.000 six.py:88(__init__)
       78    0.000    0.000    0.000    0.000 linecache.py:147(lazycache)
      107    0.000    0.000    0.000    0.000 re.py:188(match)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:114(_add_aliases)
      208    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        1    0.000    0.000  131.852  131.852 gomoku.py:1(<module>)
        7    0.000    0.000    0.007    0.001 __init__.py:2276(declare_namespace)
        1    0.000    0.000    0.006    0.006 sprite.py:21(<module>)
      104    0.000    0.000    0.000    0.000 traceback.py:292(walk_stack)
        1    0.000    0.000    0.001    0.001 nanfunctions.py:1(<module>)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1466(_guarded_repr_or_str)
      463    0.000    0.000    0.000    0.000 {built-in method _sre.unicode_tolower}
       26    0.000    0.000    0.000    0.000 core.py:6755(getdoc)
       16    0.000    0.000    0.000    0.000 warnings.py:458(__enter__)
       35    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
        1    0.000    0.000    0.004    0.004 _pocketfft.py:1(<module>)
       39    0.000    0.000    0.000    0.000 ntpath.py:44(normcase)
       78    0.000    0.000    0.000    0.000 traceback.py:243(__init__)
        1    0.000    0.000    0.000    0.000 __init__.py:234(_sanity_check)
      177    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       11    0.000    0.000    0.003    0.000 __init__.py:2349(normalize_path)
        1    0.000    0.000    0.002    0.002 dis.py:1(<module>)
        2    0.000    0.000    0.017    0.008 __init__.py:5(<module>)
       22    0.000    0.000    0.000    0.000 pyparsing.py:2813(parseImpl)
        1    0.000    0.000    0.000    0.000 numerictypes.py:412(_construct_lookups)
      181    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
      102    0.000    0.000    0.000    0.000 {method 'translate' of 'str' objects}
        1    0.000    0.000    0.000    0.000 _endian.py:1(<module>)
        2    0.000    0.000    0.007    0.003 pywintypes.py:3(__import_pywin32_system_module__)
       76    0.000    0.000    0.000    0.000 pyparsing.py:1351(preParse)
        1    0.000    0.000    0.000    0.000 _string_helpers.py:9(<listcomp>)
        1    0.000    0.000    0.001    0.001 _methods.py:1(<module>)
       44    0.000    0.000    0.000    0.000 core.py:138(get_object_signature)
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:78(bitname)
        1    0.000    0.000    0.005    0.005 version.py:4(<module>)
       45    0.000    0.000    0.000    0.000 types.py:171(__get__)
      272    0.000    0.000    0.000    0.000 __init__.py:2615(_reload_version)
       45    0.000    0.000    0.000    0.000 pyparsing.py:1190(setName)
       60    0.000    0.000    0.000    0.000 {method 'copy' of 'numpy.ndarray' objects}
       21    0.000    0.000    0.000    0.000 pyparsing.py:2707(parseImpl)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
       15    0.000    0.000    0.000    0.000 pyparsing.py:4565(_escapeRegexRangeChars)
        1    0.000    0.000    0.000    0.000 pickle.py:197(<listcomp>)
       18    0.000    0.000    0.000    0.000 pyparsing.py:663(__iadd__)
        1    0.000    0.000    0.001    0.001 sysconfig.py:1(<module>)
        8    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
       51    0.000    0.000    0.000    0.000 enum.py:20(_is_dunder)
       90    0.000    0.000    0.000    0.000 _inspect.py:131(strseq)
        1    0.000    0.000    0.046    0.046 _pickle.py:1(<module>)
        1    0.000    0.000    0.008    0.008 header.py:5(<module>)
       28    0.000    0.000    0.000    0.000 pyparsing.py:3997(__init__)
       38    0.000    0.000    0.000    0.000 pyparsing.py:4230(__init__)
        1    0.000    0.000    0.014    0.014 utils.py:5(<module>)
      195    0.000    0.000    0.000    0.000 pyparsing.py:3392(<genexpr>)
        1    0.000    0.000    0.004    0.004 lzma.py:1(<module>)
       51    0.000    0.000    0.000    0.000 enum.py:28(_is_sunder)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        1    0.000    0.000    0.000    0.000 opcode.py:2(<module>)
        1    0.000    0.000    0.000    0.000 getlimits.py:1(<module>)
       14    0.000    0.000    0.001    0.000 genericpath.py:27(isfile)
        1    0.000    0.000    0.001    0.001 tokenize.py:388(open)
      118    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
       47    0.000    0.000    0.000    0.000 {method 'translate' of 'bytearray' objects}
        1    0.000    0.000    0.010    0.010 specifiers.py:4(<module>)
       19    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
        7    0.000    0.000    0.000    0.000 pyparsing.py:4825(tokenMap)
      373    0.000    0.000    0.000    0.000 {built-in method builtins.globals}
       17    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.016    0.016 py3k.py:1(<module>)
        1    0.000    0.000    0.002    0.002 selectors.py:1(<module>)
        1    0.000    0.000    0.005    0.005 financial.py:1(<module>)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:1(<module>)
       19    0.000    0.000    0.000    0.000 pyparsing.py:4017(__str__)
      188    0.000    0.000    0.000    0.000 pyparsing.py:2656(<genexpr>)
        6    0.000    0.000    0.048    0.008 __init__.py:35(load_module)
      118    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        2    0.000    0.000    0.003    0.002 imp.py:330(load_dynamic)
        1    0.000    0.000    0.001    0.001 _ufunc_config.py:1(<module>)
        7    0.000    0.000    0.000    0.000 getlimits.py:498(__init__)
        1    0.000    0.000    0.003    0.003 MonteCarloTreeSearch.py:1(<module>)
        1    0.000    0.000    0.027    0.027 overrides.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:625(PurePath)
        7    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       26    0.000    0.000    0.000    0.000 core.py:922(__init__)
        1    0.000    0.000    0.000    0.000 imp.py:1(<module>)
       95    0.000    0.000    0.000    0.000 pyparsing.py:203(<genexpr>)
        1    0.000    0.000    0.001    0.001 copy.py:1(<module>)
       17    0.000    0.000    0.000    0.000 enum.py:489(_find_data_type)
        1    0.000    0.000    0.014    0.014 secrets.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:74(<dictcomp>)
       84    0.000    0.000    0.000    0.000 overrides.py:105(decorator)
       15    0.000    0.000    0.000    0.000 arrayprint.py:461(wrapper)
       16    0.000    0.000    0.000    0.000 warnings.py:477(__exit__)
       15    0.000    0.000    0.001    0.000 <frozen importlib._bootstrap>:746(create_module)
        1    0.000    0.000    0.006    0.006 bz2.py:1(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method _ctypes.POINTER}
       16    0.000    0.000    0.000    0.000 warnings.py:437(__init__)
        1    0.000    0.000    0.002    0.002 charset.py:6(<module>)
        6    0.000    0.000    0.000    0.000 enum.py:510(_find_new_)
        1    0.000    0.000    0.012    0.012 defmatrix.py:1(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:398(__getitem__)
      120    0.000    0.000    0.000    0.000 opcode.py:39(def_op)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:1(<module>)
       41    0.000    0.000    0.000    0.000 pyparsing.py:209(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:1558(datetime)
        1    0.000    0.000    0.000    0.000 posixpath.py:1(<module>)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2863(__init__)
       96    0.000    0.000    0.000    0.000 {method 'get' of 'mappingproxy' objects}
    24/10    0.000    0.000    0.001    0.000 pyparsing.py:3737(parseImpl)
       12    0.000    0.000    0.003    0.000 pyparsing.py:4251(__init__)
        1    0.000    0.000    0.003    0.003 platform.py:3(<module>)
      8/6    0.000    0.000    0.048    0.008 <frozen importlib._bootstrap>:613(_load_backward_compatible)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
       86    0.000    0.000    0.000    0.000 _compat_pickle.py:167(<genexpr>)
        1    0.000    0.000    0.024    0.024 __init__.py:26(<module>)
        1    0.000    0.000    0.024    0.024 _policybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mixins.py:59(NDArrayOperatorsMixin)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:2975(__array_finalize__)
       12    0.000    0.000    0.000    0.000 pyparsing.py:420(__setitem__)
      139    0.000    0.000    0.000    0.000 pyparsing.py:3543(<genexpr>)
        1    0.000    0.000    0.000    0.000 einsumfunc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ufunclike.py:1(<module>)
       30    0.000    0.000    0.000    0.000 getlimits.py:17(_fr0)
        1    0.000    0.000    0.000    0.000 hashlib.py:5(<module>)
      118    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       52    0.000    0.000    0.000    0.000 re.py:270(escape)
        4    0.000    0.000    0.001    0.000 enum.py:439(_convert_)
        8    0.000    0.000    0.000    0.000 enum.py:827(__or__)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:32(seterr)
        1    0.000    0.000    0.001    0.001 arraysetops.py:1(<module>)
       76    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       17    0.000    0.000    0.000    0.000 enum.py:478(_get_mixins_)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       15    0.000    0.000    0.000    0.000 MonteCarloTreeSearch.py:96(best_action)
        1    0.000    0.000    0.027    0.027 feedparser.py:5(<module>)
       18    0.000    0.000    0.001    0.000 __init__.py:1900(has_metadata)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1103(ParserElement)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:476(_find_module_shim)
       13    0.000    0.000    0.000    0.000 _dtype_ctypes.py:100(dtype_from_ctypes_type)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:153(_add_integer_aliases)
        1    0.000    0.000    0.000    0.000 histograms.py:1(<module>)
       34    0.000    0.000    0.000    0.000 _add_newdocs.py:6715(<genexpr>)
       18    0.000    0.000    0.062    0.003 __init__.py:2021(_by_version_descending)
       14    0.000    0.000    0.000    0.000 __init__.py:141(_check_size)
       84    0.000    0.000    0.000    0.000 overrides.py:94(set_module)
        9    0.000    0.000    0.000    0.000 __init__.py:23(find_module)
        6    0.000    0.000    0.000    0.000 enum.py:124(__prepare__)
       12    0.000    0.000    0.000    0.000 __init__.py:1912(_warn_on_replacement)
        5    0.000    0.000    0.000    0.000 textwrap.py:414(dedent)
       32    0.000    0.000    0.000    0.000 _type_aliases.py:67(<genexpr>)
       21    0.000    0.000    0.000    0.000 six.py:184(find_module)
        2    0.000    0.000    0.000    0.000 enum.py:869(_decompose)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:65(_bits_of)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       23    0.000    0.000    0.001    0.000 overrides.py:206(decorator)
       97    0.000    0.000    0.000    0.000 pyparsing.py:4781(<genexpr>)
        1    0.000    0.000    0.000    0.000 laguerre.py:1(<module>)
        1    0.000    0.000    0.000    0.000 pprint.py:103(PrettyPrinter)
       30    0.000    0.000    0.000    0.000 _type_aliases.py:231(_add_array_type)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _polybase.py:17(ABCPolyBase)
        1    0.000    0.000    0.000    0.000 format.py:1(<module>)
       36    0.000    0.000    0.000    0.000 __init__.py:2389(_is_unpacked_egg)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1204(setResultsName)
       36    0.000    0.000    0.000    0.000 enum.py:12(_is_descriptor)
       26    0.000    0.000    0.000    0.000 traceback.py:272(__getitem__)
        3    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       18    0.000    0.000    0.000    0.000 core.py:998(__init__)
       30    0.000    0.000    0.000    0.000 getlimits.py:40(<lambda>)
       59    0.000    0.000    0.000    0.000 _inspect.py:144(<lambda>)
        8    0.000    0.000    0.000    0.000 _ufunc_config.py:132(geterr)
       15    0.000    0.000    0.000    0.000 arrayprint.py:1473(_array_str_implementation)
        1    0.000    0.000    0.000    0.000 legendre.py:1(<module>)
       47    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
        1    0.000    0.000    0.000    0.000 _type_aliases.py:94(_add_types)
        1    0.000    0.000    0.004    0.004 expat.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
       12    0.000    0.000    0.000    0.000 pyparsing.py:4757(<lambda>)
        1    0.000    0.000    0.003    0.003 decimal.py:2(<module>)
        1    0.000    0.000    0.002    0.002 queue.py:1(<module>)
        1    0.000    0.000    0.016    0.016 _datasource.py:1(<module>)
       11    0.000    0.000    0.000    0.000 pyparsing.py:3851(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:74(__call__)
        1    0.000    0.000    0.000    0.000 pprint.py:11(<module>)
       13    0.000    0.000    0.000    0.000 os.py:740(encodekey)
       14    0.000    0.000    0.000    0.000 hashlib.py:123(__get_openssl_constructor)
        1    0.000    0.000    0.004    0.004 linecache.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
        1    0.000    0.000    0.000    0.000 sysfont.py:21(<module>)
       18    0.000    0.000    0.003    0.000 __init__.py:2119(safe_listdir)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _datasource.py:198(DataSource)
       94    0.000    0.000    0.000    0.000 pyparsing.py:4890(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method numpy.seterrobj}
        1    0.000    0.000    0.126    0.126 __init__.py:568(_build_master)
        1    0.000    0.000    0.000    0.000 utils.py:133(_get_indent)
       29    0.000    0.000    0.000    0.000 pyparsing.py:411(__getitem__)
       30    0.000    0.000    0.000    0.000 GomokuGameState.py:45(get_current_player)
        1    0.000    0.000    0.000    0.000 _iotools.py:450(StringConverter)
        1    0.000    0.000    0.000    0.000 __init__.py:26(SetupEnvironment)
        1    0.000    0.000    0.536    0.536 pkgdata.py:1(<module>)
        1    0.000    0.000    0.000    0.000 defchararray.py:1805(chararray)
        1    0.000    0.000    0.000    0.000 memmap.py:1(<module>)
        1    0.000    0.000    0.000    0.000 helper.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __init__.py:4(<module>)
       65    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000002048A471430}
       12    0.000    0.000    0.000    0.000 six.py:126(__init__)
       78    0.000    0.000    0.000    0.000 _internal.py:792(<genexpr>)
        2    0.000    0.000    0.000    0.000 six.py:103(MovedModule)
       26    0.000    0.000    0.000    0.000 core.py:6750(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_md5}
        4    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        1    0.000    0.000    0.028    0.028 parser.py:5(<module>)
       16    0.000    0.000    0.002    0.000 <frozen importlib._bootstrap_external>:1414(find_loader)
        1    0.000    0.000    0.000    0.000 specifiers.py:40(BaseSpecifier)
        1    0.000    0.000    0.005    0.005 traceback.py:1(<module>)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        1    0.000    0.000    0.000    0.000 linalg.py:73(_determine_error_states)
    35/15    0.000    0.000    0.000    0.000 abc.py:100(__subclasscheck__)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.007    0.007 specifiers.py:333(Specifier)
        1    0.000    0.000    0.000    0.000 tokenize.py:295(detect_encoding)
     12/2    0.000    0.000    0.000    0.000 pyparsing.py:1926(makeOptionalList)
        1    0.000    0.000    0.000    0.000 defmatrix.py:72(matrix)
        1    0.000    0.000    0.000    0.000 __init__.py:2581(Distribution)
       13    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
        2    0.000    0.000    0.000    0.000 enum.py:886(<listcomp>)
       14    0.000    0.000    0.000    0.000 pyparsing.py:2026(__call__)
        2    0.000    0.000    0.001    0.000 pyparsing.py:4681(originalTextFor)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
       78    0.000    0.000    0.000    0.000 pyparsing.py:2052(leaveWhitespace)
        2    0.000    0.000    0.000    0.000 enum.py:797(_create_pseudo_member_)
        1    0.000    0.000    0.020    0.020 appdirs.py:6(<module>)
       23    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 core.py:6439(__new__)
        1    0.000    0.000    0.000    0.000 compat.py:2(<module>)
        2    0.000    0.000    0.000    0.000 {method 'title' of 'str' objects}
       15    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:754(exec_module)
       13    0.000    0.000    0.000    0.000 codecs.py:260(__init__)
        1    0.000    0.000    0.000    0.000 _asarray.py:1(<module>)
       13    0.000    0.000    0.000    0.000 mixins.py:44(_numeric_methods)
        1    0.000    0.000    0.000    0.000 __init__.py:45(__init__)
        1    0.000    0.000    0.000    0.000 utils.py:4(<module>)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3945(__str__)
        3    0.000    0.000    0.000    0.000 {built-in method pygame.base.get_sdl_version}
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
       16    0.000    0.000    0.000    0.000 pyparsing.py:1069(wrapper)
